,hotel_address,lat,lng,lat_lng
283546,Josefst dter Stra e 10 12 08 Josefstadt 1080 Vienna Austria,True,True,"(Decimal('16.347119'), Decimal('48.210918'))"
284375,Josefst dter Stra e 10 12 08 Josefstadt 1080 Vienna Austria,True,True,"(Decimal('16.347119'), Decimal('48.210918'))"
284423,Taborstra e 8 A 02 Leopoldstadt 1020 Vienna Austria,True,True,"(Decimal('16.39411'), Decimal('48.218213'))"
284493,Pau Clar s 122 Eixample 08009 Barcelona Spain,True,True,"(Decimal('2.245959'), Decimal('41.504994'))"
284555,W hringer Stra e 33 35 09 Alsergrund 1090 Vienna Austria,True,True,"(Decimal('16.357513'), Decimal('48.222139'))"
284582,Taborstra e 8 A 02 Leopoldstadt 1020 Vienna Austria,True,True,"(Decimal('16.39411'), Decimal('48.218213'))"
284642,Josefst dter Stra e 10 12 08 Josefstadt 1080 Vienna Austria,True,True,"(Decimal('16.347119'), Decimal('48.210918'))"
284649,23 Rue Damr mont 18th arr 75018 Paris France,True,True,"(Decimal('2.351556'), Decimal('48.856663'))"
284679,Sep lveda 180 Eixample 08011 Barcelona Spain,True,True,"(Decimal('2.181864'), Decimal('41.425226'))"
284705,Sep lveda 180 Eixample 08011 Barcelona Spain,True,True,"(Decimal('2.181864'), Decimal('41.425226'))"
285247,Taborstra e 8 A 02 Leopoldstadt 1020 Vienna Austria,True,True,"(Decimal('16.39411'), Decimal('48.218213'))"
285297,20 Rue De La Ga t 14th arr 75014 Paris France,True,True,"(Decimal('2.330948'), Decimal('48.838331'))"
285388,Taborstra e 8 A 02 Leopoldstadt 1020 Vienna Austria,True,True,"(Decimal('16.39411'), Decimal('48.218213'))"
285431,4 rue de la P pini re 8th arr 75008 Paris France,True,True,"(Decimal('2.351556'), Decimal('48.856663'))"
285604,W hringer Stra e 12 09 Alsergrund 1090 Vienna Austria,True,True,"(Decimal('16.357513'), Decimal('48.222139'))"
285646,Taborstra e 8 A 02 Leopoldstadt 1020 Vienna Austria,True,True,"(Decimal('16.39411'), Decimal('48.218213'))"
285651,Taborstra e 8 A 02 Leopoldstadt 1020 Vienna Austria,True,True,"(Decimal('16.39411'), Decimal('48.218213'))"
285819,23 Rue Damr mont 18th arr 75018 Paris France,True,True,"(Decimal('2.351556'), Decimal('48.856663'))"
286339,W hringer Stra e 12 09 Alsergrund 1090 Vienna Austria,True,True,"(Decimal('16.357513'), Decimal('48.222139'))"
286544,Taborstra e 8 A 02 Leopoldstadt 1020 Vienna Austria,True,True,"(Decimal('16.39411'), Decimal('48.218213'))"
287046,Josefst dter Stra e 10 12 08 Josefstadt 1080 Vienna Austria,True,True,"(Decimal('16.347119'), Decimal('48.210918'))"
287088,Paragonstra e 1 11 Simmering 1110 Vienna Austria,True,True,"(Decimal('16.413999'), Decimal('48.176599'))"
287274,Landstra er G rtel 5 03 Landstra e 1030 Vienna Austria,True,True,"(Decimal('16.36346'), Decimal('48.206487'))"
287426,Taborstra e 8 A 02 Leopoldstadt 1020 Vienna Austria,True,True,"(Decimal('16.39411'), Decimal('48.218213'))"
287427,Taborstra e 8 A 02 Leopoldstadt 1020 Vienna Austria,True,True,"(Decimal('16.39411'), Decimal('48.218213'))"
287457,Josefst dter Stra e 10 12 08 Josefstadt 1080 Vienna Austria,True,True,"(Decimal('16.347119'), Decimal('48.210918'))"
287621,Gr nentorgasse 30 09 Alsergrund 1090 Vienna Austria,True,True,"(Decimal('16.357513'), Decimal('48.222139'))"
287760,W hringer Stra e 12 09 Alsergrund 1090 Vienna Austria,True,True,"(Decimal('16.357513'), Decimal('48.222139'))"
287967,Josefst dter Stra e 10 12 08 Josefstadt 1080 Vienna Austria,True,True,"(Decimal('16.347119'), Decimal('48.210918'))"
288043,Landstra er G rtel 5 03 Landstra e 1030 Vienna Austria,True,True,"(Decimal('16.36346'), Decimal('48.206487'))"
288220,4 rue de la P pini re 8th arr 75008 Paris France,True,True,"(Decimal('2.351556'), Decimal('48.856663'))"
289280,Josefst dter Stra e 10 12 08 Josefstadt 1080 Vienna Austria,True,True,"(Decimal('16.347119'), Decimal('48.210918'))"
289291,Bail n 4 6 Eixample 08010 Barcelona Spain,True,True,"(Decimal('1.655829'), Decimal('41.396133'))"
289322,4 rue de la P pini re 8th arr 75008 Paris France,True,True,"(Decimal('2.351556'), Decimal('48.856663'))"
289545,Taborstra e 8 A 02 Leopoldstadt 1020 Vienna Austria,True,True,"(Decimal('16.39411'), Decimal('48.218213'))"
289631,Gr nentorgasse 30 09 Alsergrund 1090 Vienna Austria,True,True,"(Decimal('16.357513'), Decimal('48.222139'))"
289678,Taborstra e 8 A 02 Leopoldstadt 1020 Vienna Austria,True,True,"(Decimal('16.39411'), Decimal('48.218213'))"
290215,Savoyenstra e 2 16 Ottakring 1160 Vienna Austria,True,True,"(Decimal('16.297308'), Decimal('48.211783'))"
290252,W hringer Stra e 33 35 09 Alsergrund 1090 Vienna Austria,True,True,"(Decimal('16.357513'), Decimal('48.222139'))"
290295,Josefst dter Stra e 10 12 08 Josefstadt 1080 Vienna Austria,True,True,"(Decimal('16.347119'), Decimal('48.210918'))"
290434,Landstra er G rtel 5 03 Landstra e 1030 Vienna Austria,True,True,"(Decimal('16.36346'), Decimal('48.206487'))"
290569,W hringer Stra e 33 35 09 Alsergrund 1090 Vienna Austria,True,True,"(Decimal('16.357513'), Decimal('48.222139'))"
290582,W hringer Stra e 33 35 09 Alsergrund 1090 Vienna Austria,True,True,"(Decimal('16.357513'), Decimal('48.222139'))"
290703,W hringer Stra e 33 35 09 Alsergrund 1090 Vienna Austria,True,True,"(Decimal('16.357513'), Decimal('48.222139'))"
290967,Taborstra e 8 A 02 Leopoldstadt 1020 Vienna Austria,True,True,"(Decimal('16.39411'), Decimal('48.218213'))"
291055,Landstra er G rtel 5 03 Landstra e 1030 Vienna Austria,True,True,"(Decimal('16.36346'), Decimal('48.206487'))"
291140,Taborstra e 8 A 02 Leopoldstadt 1020 Vienna Austria,True,True,"(Decimal('16.39411'), Decimal('48.218213'))"
291176,W hringer Stra e 33 35 09 Alsergrund 1090 Vienna Austria,True,True,"(Decimal('16.357513'), Decimal('48.222139'))"
291219,Paragonstra e 1 11 Simmering 1110 Vienna Austria,True,True,"(Decimal('16.413999'), Decimal('48.176599'))"
291241,Sep lveda 180 Eixample 08011 Barcelona Spain,True,True,"(Decimal('2.181864'), Decimal('41.425226'))"
291280,W hringer Stra e 12 09 Alsergrund 1090 Vienna Austria,True,True,"(Decimal('16.357513'), Decimal('48.222139'))"
291295,Josefst dter Stra e 10 12 08 Josefstadt 1080 Vienna Austria,True,True,"(Decimal('16.347119'), Decimal('48.210918'))"
291298,W hringer Stra e 12 09 Alsergrund 1090 Vienna Austria,True,True,"(Decimal('16.357513'), Decimal('48.222139'))"
291312,W hringer Stra e 12 09 Alsergrund 1090 Vienna Austria,True,True,"(Decimal('16.357513'), Decimal('48.222139'))"
291343,Paragonstra e 1 11 Simmering 1110 Vienna Austria,True,True,"(Decimal('16.413999'), Decimal('48.176599'))"
291349,4 rue de la P pini re 8th arr 75008 Paris France,True,True,"(Decimal('2.351556'), Decimal('48.856663'))"
291643,Josefst dter Stra e 10 12 08 Josefstadt 1080 Vienna Austria,True,True,"(Decimal('16.347119'), Decimal('48.210918'))"
291785,W hringer Stra e 33 35 09 Alsergrund 1090 Vienna Austria,True,True,"(Decimal('16.357513'), Decimal('48.222139'))"
292205,Pau Clar s 122 Eixample 08009 Barcelona Spain,True,True,"(Decimal('2.245959'), Decimal('41.504994'))"
292427,W hringer Stra e 12 09 Alsergrund 1090 Vienna Austria,True,True,"(Decimal('16.357513'), Decimal('48.222139'))"
292559,W hringer Stra e 33 35 09 Alsergrund 1090 Vienna Austria,True,True,"(Decimal('16.357513'), Decimal('48.222139'))"
292630,Taborstra e 8 A 02 Leopoldstadt 1020 Vienna Austria,True,True,"(Decimal('16.39411'), Decimal('48.218213'))"
292657,Josefst dter Stra e 10 12 08 Josefstadt 1080 Vienna Austria,True,True,"(Decimal('16.347119'), Decimal('48.210918'))"
293003,Sieveringer Stra e 4 19 D bling 1190 Vienna Austria,True,True,"(Decimal('16.341397'), Decimal('48.245935'))"
293127,Josefst dter Stra e 10 12 08 Josefstadt 1080 Vienna Austria,True,True,"(Decimal('16.347119'), Decimal('48.210918'))"
293283,Landstra er G rtel 5 03 Landstra e 1030 Vienna Austria,True,True,"(Decimal('16.36346'), Decimal('48.206487'))"
293308,Josefst dter Stra e 10 12 08 Josefstadt 1080 Vienna Austria,True,True,"(Decimal('16.347119'), Decimal('48.210918'))"
293327,Josefst dter Stra e 10 12 08 Josefstadt 1080 Vienna Austria,True,True,"(Decimal('16.347119'), Decimal('48.210918'))"
293700,Josefst dter Stra e 10 12 08 Josefstadt 1080 Vienna Austria,True,True,"(Decimal('16.347119'), Decimal('48.210918'))"
293831,Taborstra e 8 A 02 Leopoldstadt 1020 Vienna Austria,True,True,"(Decimal('16.39411'), Decimal('48.218213'))"
294056,Josefst dter Stra e 10 12 08 Josefstadt 1080 Vienna Austria,True,True,"(Decimal('16.347119'), Decimal('48.210918'))"
294163,Josefst dter Stra e 10 12 08 Josefstadt 1080 Vienna Austria,True,True,"(Decimal('16.347119'), Decimal('48.210918'))"
294199,Josefst dter Stra e 10 12 08 Josefstadt 1080 Vienna Austria,True,True,"(Decimal('16.347119'), Decimal('48.210918'))"
294538,Paragonstra e 1 11 Simmering 1110 Vienna Austria,True,True,"(Decimal('16.413999'), Decimal('48.176599'))"
294552,Landstra er G rtel 5 03 Landstra e 1030 Vienna Austria,True,True,"(Decimal('16.36346'), Decimal('48.206487'))"
294603,20 Rue De La Ga t 14th arr 75014 Paris France,True,True,"(Decimal('2.330948'), Decimal('48.838331'))"
294617,Taborstra e 8 A 02 Leopoldstadt 1020 Vienna Austria,True,True,"(Decimal('16.39411'), Decimal('48.218213'))"
295076,Taborstra e 8 A 02 Leopoldstadt 1020 Vienna Austria,True,True,"(Decimal('16.39411'), Decimal('48.218213'))"
295261,Savoyenstra e 2 16 Ottakring 1160 Vienna Austria,True,True,"(Decimal('16.297308'), Decimal('48.211783'))"
295294,Josefst dter Stra e 10 12 08 Josefstadt 1080 Vienna Austria,True,True,"(Decimal('16.347119'), Decimal('48.210918'))"
295311,Landstra er G rtel 5 03 Landstra e 1030 Vienna Austria,True,True,"(Decimal('16.36346'), Decimal('48.206487'))"
295343,W hringer Stra e 33 35 09 Alsergrund 1090 Vienna Austria,True,True,"(Decimal('16.357513'), Decimal('48.222139'))"
295474,W hringer Stra e 33 35 09 Alsergrund 1090 Vienna Austria,True,True,"(Decimal('16.357513'), Decimal('48.222139'))"
295520,4 rue de la P pini re 8th arr 75008 Paris France,True,True,"(Decimal('2.351556'), Decimal('48.856663'))"
295680,W hringer Stra e 33 35 09 Alsergrund 1090 Vienna Austria,True,True,"(Decimal('16.357513'), Decimal('48.222139'))"
295790,4 rue de la P pini re 8th arr 75008 Paris France,True,True,"(Decimal('2.351556'), Decimal('48.856663'))"
295833,Sep lveda 180 Eixample 08011 Barcelona Spain,True,True,"(Decimal('2.181864'), Decimal('41.425226'))"
295860,Taborstra e 8 A 02 Leopoldstadt 1020 Vienna Austria,True,True,"(Decimal('16.39411'), Decimal('48.218213'))"
295866,Josefst dter Stra e 10 12 08 Josefstadt 1080 Vienna Austria,True,True,"(Decimal('16.347119'), Decimal('48.210918'))"
296062,4 rue de la P pini re 8th arr 75008 Paris France,True,True,"(Decimal('2.351556'), Decimal('48.856663'))"
296112,Landstra er G rtel 5 03 Landstra e 1030 Vienna Austria,True,True,"(Decimal('16.36346'), Decimal('48.206487'))"
296298,Taborstra e 8 A 02 Leopoldstadt 1020 Vienna Austria,True,True,"(Decimal('16.39411'), Decimal('48.218213'))"
296362,Taborstra e 8 A 02 Leopoldstadt 1020 Vienna Austria,True,True,"(Decimal('16.39411'), Decimal('48.218213'))"
296369,Josefst dter Stra e 10 12 08 Josefstadt 1080 Vienna Austria,True,True,"(Decimal('16.347119'), Decimal('48.210918'))"
296784,W hringer Stra e 33 35 09 Alsergrund 1090 Vienna Austria,True,True,"(Decimal('16.357513'), Decimal('48.222139'))"
296798,Josefst dter Stra e 22 08 Josefstadt 1080 Vienna Austria,True,True,"(Decimal('16.347119'), Decimal('48.210918'))"
296984,W hringer Stra e 33 35 09 Alsergrund 1090 Vienna Austria,True,True,"(Decimal('16.357513'), Decimal('48.222139'))"
297107,Josefst dter Stra e 10 12 08 Josefstadt 1080 Vienna Austria,True,True,"(Decimal('16.347119'), Decimal('48.210918'))"
297129,Josefst dter Stra e 10 12 08 Josefstadt 1080 Vienna Austria,True,True,"(Decimal('16.347119'), Decimal('48.210918'))"
297893,Savoyenstra e 2 16 Ottakring 1160 Vienna Austria,True,True,"(Decimal('16.297308'), Decimal('48.211783'))"
298035,Taborstra e 8 A 02 Leopoldstadt 1020 Vienna Austria,True,True,"(Decimal('16.39411'), Decimal('48.218213'))"
298097,Josefst dter Stra e 10 12 08 Josefstadt 1080 Vienna Austria,True,True,"(Decimal('16.347119'), Decimal('48.210918'))"
298283,W hringer Stra e 33 35 09 Alsergrund 1090 Vienna Austria,True,True,"(Decimal('16.357513'), Decimal('48.222139'))"
298310,23 Rue Damr mont 18th arr 75018 Paris France,True,True,"(Decimal('2.351556'), Decimal('48.856663'))"
298426,Taborstra e 8 A 02 Leopoldstadt 1020 Vienna Austria,True,True,"(Decimal('16.39411'), Decimal('48.218213'))"
298716,Josefst dter Stra e 10 12 08 Josefstadt 1080 Vienna Austria,True,True,"(Decimal('16.347119'), Decimal('48.210918'))"
298826,4 rue de la P pini re 8th arr 75008 Paris France,True,True,"(Decimal('2.351556'), Decimal('48.856663'))"
299177,Savoyenstra e 2 16 Ottakring 1160 Vienna Austria,True,True,"(Decimal('16.297308'), Decimal('48.211783'))"
299405,Landstra er G rtel 5 03 Landstra e 1030 Vienna Austria,True,True,"(Decimal('16.36346'), Decimal('48.206487'))"
299550,4 rue de la P pini re 8th arr 75008 Paris France,True,True,"(Decimal('2.351556'), Decimal('48.856663'))"
299567,Savoyenstra e 2 16 Ottakring 1160 Vienna Austria,True,True,"(Decimal('16.297308'), Decimal('48.211783'))"
299678,Landstra er G rtel 5 03 Landstra e 1030 Vienna Austria,True,True,"(Decimal('16.36346'), Decimal('48.206487'))"
299700,Taborstra e 8 A 02 Leopoldstadt 1020 Vienna Austria,True,True,"(Decimal('16.39411'), Decimal('48.218213'))"
300151,Sep lveda 180 Eixample 08011 Barcelona Spain,True,True,"(Decimal('2.181864'), Decimal('41.425226'))"
300212,Josefst dter Stra e 10 12 08 Josefstadt 1080 Vienna Austria,True,True,"(Decimal('16.347119'), Decimal('48.210918'))"
300563,W hringer Stra e 33 35 09 Alsergrund 1090 Vienna Austria,True,True,"(Decimal('16.357513'), Decimal('48.222139'))"
300663,Taborstra e 8 A 02 Leopoldstadt 1020 Vienna Austria,True,True,"(Decimal('16.39411'), Decimal('48.218213'))"
300817,Savoyenstra e 2 16 Ottakring 1160 Vienna Austria,True,True,"(Decimal('16.297308'), Decimal('48.211783'))"
300893,Taborstra e 8 A 02 Leopoldstadt 1020 Vienna Austria,True,True,"(Decimal('16.39411'), Decimal('48.218213'))"
300966,Landstra er G rtel 5 03 Landstra e 1030 Vienna Austria,True,True,"(Decimal('16.36346'), Decimal('48.206487'))"
301152,Gr nentorgasse 30 09 Alsergrund 1090 Vienna Austria,True,True,"(Decimal('16.357513'), Decimal('48.222139'))"
301215,Taborstra e 8 A 02 Leopoldstadt 1020 Vienna Austria,True,True,"(Decimal('16.39411'), Decimal('48.218213'))"
301302,Savoyenstra e 2 16 Ottakring 1160 Vienna Austria,True,True,"(Decimal('16.297308'), Decimal('48.211783'))"
301306,Taborstra e 8 A 02 Leopoldstadt 1020 Vienna Austria,True,True,"(Decimal('16.39411'), Decimal('48.218213'))"
301355,Taborstra e 8 A 02 Leopoldstadt 1020 Vienna Austria,True,True,"(Decimal('16.39411'), Decimal('48.218213'))"
301890,Taborstra e 8 A 02 Leopoldstadt 1020 Vienna Austria,True,True,"(Decimal('16.39411'), Decimal('48.218213'))"
301940,4 rue de la P pini re 8th arr 75008 Paris France,True,True,"(Decimal('2.351556'), Decimal('48.856663'))"
301962,Josefst dter Stra e 10 12 08 Josefstadt 1080 Vienna Austria,True,True,"(Decimal('16.347119'), Decimal('48.210918'))"
302243,4 rue de la P pini re 8th arr 75008 Paris France,True,True,"(Decimal('2.351556'), Decimal('48.856663'))"
302553,4 rue de la P pini re 8th arr 75008 Paris France,True,True,"(Decimal('2.351556'), Decimal('48.856663'))"
302559,W hringer Stra e 33 35 09 Alsergrund 1090 Vienna Austria,True,True,"(Decimal('16.357513'), Decimal('48.222139'))"
302778,Landstra er G rtel 5 03 Landstra e 1030 Vienna Austria,True,True,"(Decimal('16.36346'), Decimal('48.206487'))"
302818,Taborstra e 8 A 02 Leopoldstadt 1020 Vienna Austria,True,True,"(Decimal('16.39411'), Decimal('48.218213'))"
303010,Taborstra e 8 A 02 Leopoldstadt 1020 Vienna Austria,True,True,"(Decimal('16.39411'), Decimal('48.218213'))"
303054,Josefst dter Stra e 10 12 08 Josefstadt 1080 Vienna Austria,True,True,"(Decimal('16.347119'), Decimal('48.210918'))"
303132,Josefst dter Stra e 10 12 08 Josefstadt 1080 Vienna Austria,True,True,"(Decimal('16.347119'), Decimal('48.210918'))"
303216,4 rue de la P pini re 8th arr 75008 Paris France,True,True,"(Decimal('2.351556'), Decimal('48.856663'))"
303489,Taborstra e 8 A 02 Leopoldstadt 1020 Vienna Austria,True,True,"(Decimal('16.39411'), Decimal('48.218213'))"
303512,Taborstra e 8 A 02 Leopoldstadt 1020 Vienna Austria,True,True,"(Decimal('16.39411'), Decimal('48.218213'))"
303564,W hringer Stra e 33 35 09 Alsergrund 1090 Vienna Austria,True,True,"(Decimal('16.357513'), Decimal('48.222139'))"
303622,Savoyenstra e 2 16 Ottakring 1160 Vienna Austria,True,True,"(Decimal('16.297308'), Decimal('48.211783'))"
303828,Savoyenstra e 2 16 Ottakring 1160 Vienna Austria,True,True,"(Decimal('16.297308'), Decimal('48.211783'))"
303865,Taborstra e 8 A 02 Leopoldstadt 1020 Vienna Austria,True,True,"(Decimal('16.39411'), Decimal('48.218213'))"
303886,Paragonstra e 1 11 Simmering 1110 Vienna Austria,True,True,"(Decimal('16.413999'), Decimal('48.176599'))"
304093,Taborstra e 8 A 02 Leopoldstadt 1020 Vienna Austria,True,True,"(Decimal('16.39411'), Decimal('48.218213'))"
304104,Savoyenstra e 2 16 Ottakring 1160 Vienna Austria,True,True,"(Decimal('16.297308'), Decimal('48.211783'))"
304409,W hringer Stra e 12 09 Alsergrund 1090 Vienna Austria,True,True,"(Decimal('16.357513'), Decimal('48.222139'))"
304513,Savoyenstra e 2 16 Ottakring 1160 Vienna Austria,True,True,"(Decimal('16.297308'), Decimal('48.211783'))"
304944,Josefst dter Stra e 10 12 08 Josefstadt 1080 Vienna Austria,True,True,"(Decimal('16.347119'), Decimal('48.210918'))"
305104,Taborstra e 8 A 02 Leopoldstadt 1020 Vienna Austria,True,True,"(Decimal('16.39411'), Decimal('48.218213'))"
305122,Bail n 4 6 Eixample 08010 Barcelona Spain,True,True,"(Decimal('1.655829'), Decimal('41.396133'))"
305165,W hringer Stra e 12 09 Alsergrund 1090 Vienna Austria,True,True,"(Decimal('16.357513'), Decimal('48.222139'))"
305184,Bail n 4 6 Eixample 08010 Barcelona Spain,True,True,"(Decimal('1.655829'), Decimal('41.396133'))"
305486,Gr nentorgasse 30 09 Alsergrund 1090 Vienna Austria,True,True,"(Decimal('16.357513'), Decimal('48.222139'))"
305623,Landstra er G rtel 5 03 Landstra e 1030 Vienna Austria,True,True,"(Decimal('16.36346'), Decimal('48.206487'))"
305700,Bail n 4 6 Eixample 08010 Barcelona Spain,True,True,"(Decimal('1.655829'), Decimal('41.396133'))"
305855,W hringer Stra e 33 35 09 Alsergrund 1090 Vienna Austria,True,True,"(Decimal('16.357513'), Decimal('48.222139'))"
306072,Bail n 4 6 Eixample 08010 Barcelona Spain,True,True,"(Decimal('1.655829'), Decimal('41.396133'))"
306302,Taborstra e 8 A 02 Leopoldstadt 1020 Vienna Austria,True,True,"(Decimal('16.39411'), Decimal('48.218213'))"
306995,Landstra er G rtel 5 03 Landstra e 1030 Vienna Austria,True,True,"(Decimal('16.36346'), Decimal('48.206487'))"
307197,W hringer Stra e 33 35 09 Alsergrund 1090 Vienna Austria,True,True,"(Decimal('16.357513'), Decimal('48.222139'))"
307216,Landstra er G rtel 5 03 Landstra e 1030 Vienna Austria,True,True,"(Decimal('16.36346'), Decimal('48.206487'))"
307581,4 rue de la P pini re 8th arr 75008 Paris France,True,True,"(Decimal('2.351556'), Decimal('48.856663'))"
307582,Josefst dter Stra e 10 12 08 Josefstadt 1080 Vienna Austria,True,True,"(Decimal('16.347119'), Decimal('48.210918'))"
307726,Josefst dter Stra e 10 12 08 Josefstadt 1080 Vienna Austria,True,True,"(Decimal('16.347119'), Decimal('48.210918'))"
307733,Josefst dter Stra e 10 12 08 Josefstadt 1080 Vienna Austria,True,True,"(Decimal('16.347119'), Decimal('48.210918'))"
308022,Savoyenstra e 2 16 Ottakring 1160 Vienna Austria,True,True,"(Decimal('16.297308'), Decimal('48.211783'))"
308098,Landstra er G rtel 5 03 Landstra e 1030 Vienna Austria,True,True,"(Decimal('16.36346'), Decimal('48.206487'))"
308237,Sieveringer Stra e 4 19 D bling 1190 Vienna Austria,True,True,"(Decimal('16.341397'), Decimal('48.245935'))"
308629,23 Rue Damr mont 18th arr 75018 Paris France,True,True,"(Decimal('2.351556'), Decimal('48.856663'))"
308731,4 rue de la P pini re 8th arr 75008 Paris France,True,True,"(Decimal('2.351556'), Decimal('48.856663'))"
308990,Josefst dter Stra e 10 12 08 Josefstadt 1080 Vienna Austria,True,True,"(Decimal('16.347119'), Decimal('48.210918'))"
309040,Landstra er G rtel 5 03 Landstra e 1030 Vienna Austria,True,True,"(Decimal('16.36346'), Decimal('48.206487'))"
309169,W hringer Stra e 33 35 09 Alsergrund 1090 Vienna Austria,True,True,"(Decimal('16.357513'), Decimal('48.222139'))"
309170,Josefst dter Stra e 22 08 Josefstadt 1080 Vienna Austria,True,True,"(Decimal('16.347119'), Decimal('48.210918'))"
309331,Taborstra e 8 A 02 Leopoldstadt 1020 Vienna Austria,True,True,"(Decimal('16.39411'), Decimal('48.218213'))"
309683,Savoyenstra e 2 16 Ottakring 1160 Vienna Austria,True,True,"(Decimal('16.297308'), Decimal('48.211783'))"
309985,Josefst dter Stra e 10 12 08 Josefstadt 1080 Vienna Austria,True,True,"(Decimal('16.347119'), Decimal('48.210918'))"
310050,Bail n 4 6 Eixample 08010 Barcelona Spain,True,True,"(Decimal('1.655829'), Decimal('41.396133'))"
310083,Gr nentorgasse 30 09 Alsergrund 1090 Vienna Austria,True,True,"(Decimal('16.357513'), Decimal('48.222139'))"
310170,Josefst dter Stra e 10 12 08 Josefstadt 1080 Vienna Austria,True,True,"(Decimal('16.347119'), Decimal('48.210918'))"
310203,Bail n 4 6 Eixample 08010 Barcelona Spain,True,True,"(Decimal('1.655829'), Decimal('41.396133'))"
310328,Gr nentorgasse 30 09 Alsergrund 1090 Vienna Austria,True,True,"(Decimal('16.357513'), Decimal('48.222139'))"
310343,Josefst dter Stra e 10 12 08 Josefstadt 1080 Vienna Austria,True,True,"(Decimal('16.347119'), Decimal('48.210918'))"
310467,W hringer Stra e 12 09 Alsergrund 1090 Vienna Austria,True,True,"(Decimal('16.357513'), Decimal('48.222139'))"
310565,Taborstra e 8 A 02 Leopoldstadt 1020 Vienna Austria,True,True,"(Decimal('16.39411'), Decimal('48.218213'))"
310631,Josefst dter Stra e 10 12 08 Josefstadt 1080 Vienna Austria,True,True,"(Decimal('16.347119'), Decimal('48.210918'))"
310822,Josefst dter Stra e 10 12 08 Josefstadt 1080 Vienna Austria,True,True,"(Decimal('16.347119'), Decimal('48.210918'))"
310944,4 rue de la P pini re 8th arr 75008 Paris France,True,True,"(Decimal('2.351556'), Decimal('48.856663'))"
311224,Savoyenstra e 2 16 Ottakring 1160 Vienna Austria,True,True,"(Decimal('16.297308'), Decimal('48.211783'))"
311654,Landstra er G rtel 5 03 Landstra e 1030 Vienna Austria,True,True,"(Decimal('16.36346'), Decimal('48.206487'))"
311745,Paragonstra e 1 11 Simmering 1110 Vienna Austria,True,True,"(Decimal('16.413999'), Decimal('48.176599'))"
311956,Gr nentorgasse 30 09 Alsergrund 1090 Vienna Austria,True,True,"(Decimal('16.357513'), Decimal('48.222139'))"
312276,Savoyenstra e 2 16 Ottakring 1160 Vienna Austria,True,True,"(Decimal('16.297308'), Decimal('48.211783'))"
312299,Josefst dter Stra e 10 12 08 Josefstadt 1080 Vienna Austria,True,True,"(Decimal('16.347119'), Decimal('48.210918'))"
312481,23 Rue Damr mont 18th arr 75018 Paris France,True,True,"(Decimal('2.351556'), Decimal('48.856663'))"
312522,4 rue de la P pini re 8th arr 75008 Paris France,True,True,"(Decimal('2.351556'), Decimal('48.856663'))"
312546,Landstra er G rtel 5 03 Landstra e 1030 Vienna Austria,True,True,"(Decimal('16.36346'), Decimal('48.206487'))"
312564,Josefst dter Stra e 10 12 08 Josefstadt 1080 Vienna Austria,True,True,"(Decimal('16.347119'), Decimal('48.210918'))"
312849,Josefst dter Stra e 10 12 08 Josefstadt 1080 Vienna Austria,True,True,"(Decimal('16.347119'), Decimal('48.210918'))"
312908,Gr nentorgasse 30 09 Alsergrund 1090 Vienna Austria,True,True,"(Decimal('16.357513'), Decimal('48.222139'))"
313355,Landstra er G rtel 5 03 Landstra e 1030 Vienna Austria,True,True,"(Decimal('16.36346'), Decimal('48.206487'))"
313365,Bail n 4 6 Eixample 08010 Barcelona Spain,True,True,"(Decimal('1.655829'), Decimal('41.396133'))"
313405,Taborstra e 8 A 02 Leopoldstadt 1020 Vienna Austria,True,True,"(Decimal('16.39411'), Decimal('48.218213'))"
313563,Josefst dter Stra e 10 12 08 Josefstadt 1080 Vienna Austria,True,True,"(Decimal('16.347119'), Decimal('48.210918'))"
313575,Bail n 4 6 Eixample 08010 Barcelona Spain,True,True,"(Decimal('1.655829'), Decimal('41.396133'))"
313697,Taborstra e 8 A 02 Leopoldstadt 1020 Vienna Austria,True,True,"(Decimal('16.39411'), Decimal('48.218213'))"
313989,W hringer Stra e 33 35 09 Alsergrund 1090 Vienna Austria,True,True,"(Decimal('16.357513'), Decimal('48.222139'))"
314207,Bail n 4 6 Eixample 08010 Barcelona Spain,True,True,"(Decimal('1.655829'), Decimal('41.396133'))"
314221,Josefst dter Stra e 10 12 08 Josefstadt 1080 Vienna Austria,True,True,"(Decimal('16.347119'), Decimal('48.210918'))"
314371,Taborstra e 8 A 02 Leopoldstadt 1020 Vienna Austria,True,True,"(Decimal('16.39411'), Decimal('48.218213'))"
314476,Josefst dter Stra e 10 12 08 Josefstadt 1080 Vienna Austria,True,True,"(Decimal('16.347119'), Decimal('48.210918'))"
314675,Josefst dter Stra e 22 08 Josefstadt 1080 Vienna Austria,True,True,"(Decimal('16.347119'), Decimal('48.210918'))"
314747,Savoyenstra e 2 16 Ottakring 1160 Vienna Austria,True,True,"(Decimal('16.297308'), Decimal('48.211783'))"
315043,W hringer Stra e 12 09 Alsergrund 1090 Vienna Austria,True,True,"(Decimal('16.357513'), Decimal('48.222139'))"
315899,W hringer Stra e 33 35 09 Alsergrund 1090 Vienna Austria,True,True,"(Decimal('16.357513'), Decimal('48.222139'))"
315943,Taborstra e 8 A 02 Leopoldstadt 1020 Vienna Austria,True,True,"(Decimal('16.39411'), Decimal('48.218213'))"
